Noise,Binning,Bins,Feature Selection,Features Used,Classifier,accuracy mean,precision mean,recall mean,f1 mean,roc_auc mean,accuracy std,precision std,recall std,f1 std,roc_auc std
0.25,kmeans,4,xgb,20,xgboost,0.5146153846153846,0.5074122540900993,0.5423076923076923,0.5157809855946527,0.5153502958579881,0.02849270642684942,0.030351191541307443,0.1797192638720349,0.10829065821838924,0.020262692403283607
0.25,kmeans,4,xgb,20,svm,0.5488461538461539,0.5466769458117927,0.5776923076923077,0.5613940684900194,0.501523076923077,0.07668038638925036,0.07295752918146732,0.0798173457244789,0.0739023576600126,0.09402228952233453
0.25,kmeans,4,xgb,20,logistic_regression,0.5403846153846154,0.5397108970961704,0.5953846153846154,0.5656932172995288,0.546592899408284,0.07100712523627141,0.06494174802591435,0.03421708167715341,0.05115849902726594,0.07117027808312555
0.25,kmeans,8,xgb,20,random_forest,0.5142307692307693,0.5148392210531756,0.5184615384615384,0.5133937807287082,0.5136887573964497,0.013952582420936195,0.013610454878627831,0.08722773928622815,0.04567661357825236,0.01838765425933873
0.25,kmeans,8,xgb,20,xgboost,0.5169230769230769,0.5153114799994758,0.5453846153846155,0.5291247893301945,0.5202650887573964,0.015021352323976243,0.0131954985498289,0.05994737995041261,0.034979466146146256,0.012035116077556866
0.25,kmeans,8,xgb,20,svm,0.5111538461538461,0.512405756745377,0.5015384615384615,0.5050370987433045,0.4769100591715976,0.04402572316047474,0.041279451381215373,0.07298644871654236,0.04994927641693426,0.02501232505494772
0.25,kmeans,8,xgb,20,logistic_regression,0.5126923076923077,0.515621744257395,0.5169230769230769,0.5131625691771893,0.5107573964497042,0.03771323333316588,0.03685249609821196,0.07388887653057591,0.03992456999359638,0.045693278560045014
0.25,kmeans,16,xgb,20,random_forest,0.5103846153846154,0.5107421843889409,0.5,0.504622410665758,0.5194958579881657,0.017602895583933218,0.01882825139481911,0.04469488937333526,0.026559322385488682,0.03177982880320495
0.25,kmeans,16,xgb,20,xgboost,0.5249999999999999,0.5264848190566321,0.5061538461538462,0.5147290245508507,0.5299668639053254,0.01153846153846156,0.012918346760880741,0.057096064244991925,0.028168089165082896,0.017841080167551433
0.25,kmeans,16,xgb,20,svm,0.4969230769230769,0.4975695658649674,0.5269230769230768,0.5110776204363936,0.5044710059171598,0.031100777846269342,0.0316984248970545,0.04944664209227137,0.033752626632117866,0.028736978717735107
0.25,kmeans,16,xgb,20,logistic_regression,0.4946153846153846,0.49677006372447,0.5292307692307692,0.5116289375762307,0.505003550295858,0.03062788045464435,0.03067923999613226,0.02694138571602813,0.015329742526039185,0.05034179560345827
0.25,none,none,frfs,20,random_forest,0.5023076923076922,0.5093452715303043,0.4446153846153846,0.42833102649597826,0.5092260355029585,0.006822633177256442,0.014334078754464309,0.28383955242132425,0.1955836727732477,0.013459088994044383
0.25,none,none,frfs,20,xgboost,0.508846153846154,0.511769209799265,0.4669230769230769,0.4703363972739358,0.506421301775148,0.0031716197120136213,0.007513115169173968,0.19593300791276488,0.11198584718532092,0.016892313495882216
0.25,none,none,frfs,20,svm,0.5088461538461537,0.509141967580768,0.49153846153846154,0.49986693599758897,0.4937550295857988,0.01349263806863887,0.013788145768966682,0.03171619712013584,0.02064085814441814,0.005601088124821799
0.25,none,none,frfs,20,logistic_regression,0.51,0.5099314584838786,0.51,0.5099198045581814,0.5092757396449704,0.014942361317265092,0.014734872455604356,0.020925339244208363,0.01724823313629663,0.02435269987304802
0.25,static,2,frfs,20,random_forest,0.49615384615384617,0.49565020845917307,0.46923076923076923,0.48198359735338925,0.4943775147928994,0.017246329970051526,0.018757887215313993,0.02945929562327193,0.02392379281699795,0.015545144283712597
0.25,static,2,frfs,20,xgboost,0.49730769230769234,0.4972034181972246,0.48230769230769227,0.48959123414138406,0.4973857988165681,0.010612411326448657,0.010823173031272717,0.016354070481130217,0.012776490654287589,0.018276609157739657
