Noise,Binning,Bins,Feature Selection,Features Used,Classifier,accuracy mean,precision mean,recall mean,f1 mean,roc_auc mean,accuracy std,precision std,recall std,f1 std,roc_auc std
0.1,kmeans,16,rf,100,xgboost,0.8973955246169044,0.8609892256158727,0.3973630831643002,0.5410845654052836,0.9110911835476297,0.014510181794294344,0.07570819089765596,0.07922083795405482,0.08693961254314832,0.021424342291609194
0.1,kmeans,16,rf,100,svm,0.8458624531899741,0.0,0.0,0.0,0.49049052702833495,0.0003753970860724088,0.0,0.0,0.0,0.042680351491156766
0.1,kmeans,16,rf,100,logistic_regression,0.8429814827578286,0.5411764705882354,0.010827779387617116,0.019582068465166007,0.638701870443969,0.006803235762019136,0.4549801318906408,0.01367028323878452,0.023098909578107774,0.04088881362351126
0.1,none,none,xgb,100,random_forest,0.9386187883382728,0.9907755656108599,0.6077079107505071,0.7526320645577824,0.9629390972179774,0.005808322912852881,0.012642788033865851,0.03951507094123735,0.029110358148367137,0.010582289484824767
0.1,none,none,xgb,100,xgboost,0.9648376869529258,0.9142041238360695,0.8525403264754179,0.8817401169264094,0.9868716545052146,0.005374442690328429,0.02033865479070913,0.038421849688209005,0.01986334039156302,0.005004738403767972
0.1,none,none,xgb,100,svm,0.928009741080249,0.9256375231810677,0.5811841978170579,0.7127860673361093,0.932984662745217,0.005523565107635063,0.03702934494052965,0.040776250090109586,0.02827713344306279,0.009126882080105928
0.1,none,none,xgb,100,logistic_regression,0.925280400670848,0.8788749880635658,0.5998454554235486,0.7118011881238312,0.9432402791181754,0.0024324628160593107,0.034506631521643856,0.03546656442412994,0.016163060092772536,0.009025008784856427
0.1,static,2,xgb,100,random_forest,0.945437085027684,0.9801694798372539,0.6598087510866415,0.7872177425877462,0.9672689590210567,0.00882604933948251,0.015133100934788243,0.061380998547706386,0.0414837215123426,0.007770766857651004
0.1,static,2,xgb,100,xgboost,0.9505908976037862,0.8900987244967054,0.7777697285810876,0.8285712213116367,0.9767007579807669,0.008220573455616768,0.041955040491139885,0.056492320593616134,0.030917130149983773,0.006082762964341543
0.1,static,2,xgb,100,svm,0.9266448411330899,0.8447874447664038,0.645040084999517,0.7296949026840103,0.926638109453655,0.003905649362739076,0.031790037228352025,0.051606243487290364,0.024310293715804107,0.012240091166802167
